,adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks
10,0000029915-25-000029,100790,UNION CARBIDE CORP /NEW/,2860.0,US,TX,SEADRIFT,77983,7501 STATE HIGHWAY 185 NORTH,,361-553-2997,US,TX,SEADRIFT,77983,7501 STATE HIGHWAY 185 NORTH,,US,NY,131421730,UNION CARBIDE CHEMICALS & PLASTICS CO INC,19940502.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-25,2025-07-25 07:34:00,0,1,ucc-20250630_htm.xml,1,
11,0000029989-25-000026,29989,OMNICOM GROUP INC.,7311.0,US,NY,NEW YORK,10017,280 PARK AVENUE,,2124153600,US,NY,NEW YORK,10017,280 PARK AVENUE,,US,NY,131514814,OMNICOM GROUP INC,19920703.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-16,2025-07-15 19:05:00,0,1,omc-20250630_htm.xml,1,
12,0000030305-25-000008,30305,DUCOMMUN INC /DE/,3728.0,US,CA,COSTA MESA,92626,600 ANTON BOULEVARD,SUITE 1100,657-335-3665,US,CA,COSTA MESA,92626,600 ANTON BOULEVARD,SUITE 1100,US,DE,950693330,,,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 06:11:00,0,1,dco-20250628_htm.xml,1,
13,0000030625-25-000066,30625,FLOWSERVE CORP,3561.0,US,TX,IRVING,75039,5215 N. O'CONNOR BLVD.,SUITE 700,9724436500,US,TX,IRVING,75039,5215 N. O'CONNOR BLVD.,SUITE 700,US,NY,310267900,DURCO INTERNATIONAL INC,19970508.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-30,2025-07-30 16:02:00,0,1,fls-20250630_htm.xml,1,
14,0000030697-25-000010,30697,WENDY'S CO,5810.0,US,OH,DUBLIN,43017,ONE DAVE THOMAS BLVD,,(614) 764-3100,US,OH,DUBLIN,43017,ONE DAVE THOMAS BLVD,,US,DE,380471180,"WENDY'S/ARBY'S GROUP, INC.",20080926.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-08,2025-08-08 16:17:00,0,1,wen-20250629_htm.xml,1,
15,0000046080-25-000128,46080,"HASBRO, INC.",3944.0,US,RI,PAWTUCKET,02861,1027 NEWPORT AVENUE,P O BOX 1059,4014318697,US,RI,PAWTUCKET,02861-0200,1027 NEWPORT AVENUE,,US,RI,50155090,HASBRO INC,19920703.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-31,2025-07-31 16:30:00,0,1,has-20250629_htm.xml,1,
16,0000046250-25-000042,46250,HAWKINS INC,5160.0,US,MN,ROSEVILLE,55113,2381 ROSEGATE,,6123316910,US,MN,ROSVILLE,55113,2381 ROSEGATE,,US,MN,410771293,HAWKINS CHEMICAL INC,19920703.0,1-LAF,0,331.0,10-Q,2025-06-30,2025.0,Q1,2025-07-30,2025-07-30 16:16:00,0,1,hwkn-20250629_htm.xml,1,
17,0000046619-25-000062,46619,HEICO CORP,3724.0,US,FL,HOLLYWOOD,33021,3000 TAFT ST,,954-987-4000,US,FL,HOLLYWOOD,33021,3000 TAFT STREET,,US,FL,650341002,HEINICKE INSTRUMENTS CO,19860417.0,1-LAF,0,1031.0,10-Q,2025-07-31,2025.0,Q3,2025-08-27,2025-08-27 16:32:00,0,1,hei-20250731_htm.xml,1,
18,0000046765-25-000051,46765,"HELMERICH & PAYNE, INC.",1381.0,US,OK,TULSA,74120,222 N. DETROIT AVE.,,9187425531,US,OK,TULSA,74120,222 N. DETROIT AVE.,,US,DE,730679879,HELMERICH & PAYNE INC,19920703.0,1-LAF,0,930.0,10-Q,2025-06-30,2025.0,Q3,2025-08-11,2025-08-08 17:33:00,0,1,hp-20250630_htm.xml,1,
19,0000012659-25-000008,12659,H&R BLOCK INC,7200.0,US,MO,KANSAS CITY,64105,ONE H&R BLOCK WAY,,8168543000,US,MO,KANSAS CITY,64105,ONE H&R BLOCK WAY,,US,MO,440607856,,,1-LAF,0,630.0,11-K,2025-06-30,,,2025-09-24,2025-09-24 16:31:00,0,0,hrb-20250630_htm.xml,1,
20,0000012927-25-000062,12927,BOEING CO,3721.0,US,VA,ARLINGTON,22202,929 LONG BRIDGE DRIVE,,7034146338,US,VA,ARLINGTON,22202,929 LONG BRIDGE DRIVE,,US,DE,910425694,BOEING AIRPLANE CO,19730725.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-29,2025-07-29 12:20:00,0,1,ba-20250630_htm.xml,1,
21,0000014272-25-000131,14272,BRISTOL MYERS SQUIBB CO,2834.0,US,NJ,PRINCETON,08543,ROUTE 206 AND PROVINCE LINE ROAD,,6092524621,US,NJ,PRINCETON,08543,ROUTE 206 AND PROVINCE LINE ROAD,,US,DE,220790350,BRISTOL MYERS CO,19891012.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-31,2025-07-31 12:17:00,0,1,bmy-20250630_htm.xml,1,
22,0000014693-25-000096,14693,BROWN FORMAN CORP,2080.0,US,KY,LOUISVILLE,40210,850 DIXIE HWY,,5025851100,US,KY,LOUISVILLE,40210,850 DIXIE HIGHWAY,,US,DE,610143150,BROWN FORMAN INC,19870816.0,1-LAF,0,430.0,10-Q,2025-07-31,2026.0,Q1,2025-08-28,2025-08-28 16:04:00,0,1,bfb-20250731_htm.xml,1,
23,0000014707-25-000059,14707,CALERES INC,3140.0,US,MO,ST LOUIS,63105,8300 MARYLAND AVE,P O BOX 29,3148544000,US,MO,ST LOUIS,63166,P O BOX 29,,US,NY,430197190,BROWN SHOE CO INC,20030613.0,1-LAF,0,131.0,10-Q,2025-07-31,2026.0,Q2,2025-09-09,2025-09-09 14:28:00,0,1,cal-20250802x10q_htm.xml,1,
24,0000014846-25-000027,14846,BRT APARTMENTS CORP.,6798.0,US,NY,GREAT NECK,11021-3190,60 CUTTER MILL RD,SUITE 303,5164663100,US,NY,GREAT NECK,11021,60 CUTTER MILL ROAD,SUITE 303,US,NY,132755856,BRT REALTY TRUST,20170206.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:24:00,0,1,brt-20250630_htm.xml,1,
25,0000031791-25-000026,31791,"REVVITY, INC.",3826.0,US,MA,WALTHAM,02451,77 4TH AVENUE,,781-663-6900,US,MA,WALTHAM,02451,77 4TH AVENUE,,US,MA,42052042,PERKINELMER INC,19991103.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-05,2025-08-05 16:11:00,0,1,revv-20250629_htm.xml,1,
26,0000032604-25-000076,32604,EMERSON ELECTRIC CO,3600.0,US,MO,ST LOUIS,63105,8027 FORSYTH BLVD,,3145532000,US,MO,ST LOUIS,63105,8027 FORSYTH BLVD,,US,MO,430259330,EMERSON ELECTRIC MANUFACTUING CO,19730710.0,1-LAF,0,930.0,10-Q,2025-06-30,2025.0,Q3,2025-08-06,2025-08-06 06:33:00,0,1,emr-20250630_htm.xml,1,
27,0000033185-25-000054,33185,EQUIFAX INC,7320.0,US,GA,ATLANTA,30302,1550 PEACHTREE ST NW,,4048858000,US,GA,ATLANTA,30309,1550 PEACHTREE ST NW,,US,GA,580401110,RETAIL CREDIT CO,19760222.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-22,2025-07-22 16:25:00,0,1,efx-20250630_htm.xml,1,
28,0000033213-25-000033,33213,EQT CORP,1311.0,US,PA,PITTSBURGH,15222,625 LIBERTY AVENUE,SUITE 1700,4125535700,US,PA,PITTSBURGH,15222,625 LIBERTY AVENUE,SUITE 1700,US,PA,250464690,EQT CORP /PA/,20090206.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-23,2025-07-23 16:16:00,0,1,eqt-20250630_htm.xml,1,
29,0000033992-25-000020,33992,"KINGSTONE COMPANIES, INC.",6331.0,US,NY,KINGSTON,,120 WOOD ROAD,,845-802-7900,US,NY,KINGSTON,,120 WOOD ROAD,,US,DE,362476480,DCAP GROUP INC,20050210.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-14,2025-08-14 15:45:00,0,1,king-20250630_htm.xml,1,
30,0000034067-25-000144,34067,DMC GLOBAL INC.,3390.0,US,CO,BROOMFIELD,80021,11800 RIDGE PARKWAY,SUITE 300,3036655700,US,CO,BROOMFIELD,80021,11800 RIDGE PARKWAY,SUITE 300,US,CO,840608431,DYNAMIC MATERIALS CORP,19941205.0,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-05,2025-08-05 16:27:00,0,1,boom-20250630_htm.xml,1,
31,0000040987-25-000144,40987,GENUINE PARTS CO,5013.0,US,GA,ATLANTA,30339,2999 WILDWOOD PARKWAY,,6789345000,US,GA,ATLANTA,30339,2999 WILDWOOD PARKWAY,,US,GA,580254510,,,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-22,2025-07-22 13:16:00,0,1,gpc-20250630_htm.xml,1,
32,0000042888-25-000025,42888,GRACO INC,3561.0,US,MN,MINNEAPOLIS,55413-1894,88 11TH AVENUE NE,,6126236000,US,MN,MINNEAPOLIS,55401,"CT CORPORATION SYSTEM, INC.","100 SOUTH FIFTH STREET, SUITE 1075",US,MN,410285640,,,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-23,2025-07-23 16:13:00,0,1,ggg-20250627_htm.xml,1,
33,0000043920-25-000048,43920,"GREIF, INC",3412.0,US,OH,DELAWARE,43015,425 WINTER ROAD,,7405496000,US,OH,DELAWARE,43015,425 WINTER ROAD,,US,DE,314388903,GREIF INC,20030610.0,1-LAF,0,1031.0,10-Q,2025-07-31,2025.0,Q3,2025-08-28,2025-08-28 16:02:00,0,1,gef-20250731_htm.xml,1,
34,0000045012-25-000057,45012,HALLIBURTON CO,1389.0,US,TX,HOUSTON,77032,3000 NORTH SAM HOUSTON PARKWAY EAST,3000 NORTH SAM HOUSTON PARKWAY EAST,2818712699,US,TX,HOUSTON,77032,3000 NORTH SAM HOUSTON PARKWAY EAST,3000 NORTH SAM HOUSTON PARKWAY EAST,US,DE,752677995,HALLIBURTON OIL WELL CEMENTING CO,19660911.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-25,2025-07-25 12:33:00,0,1,hal-20250630_htm.xml,1,
35,0000045876-25-000073,45876,ENVIRI CORP,8900.0,US,PA,PHILADELPHIA,19103,TWO LOGAN SQUARE,"100-120 NORTH 18TH STREET, 17TH FLOOR",267-857-8715,US,PA,PHILADELPHIA,19103,TWO LOGAN SQUARE,"100-120 NORTH 18TH STREET, 17TH FLOOR",US,DE,231483991,HARSCO CORP,19920703.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-05,2025-08-05 10:15:00,0,1,nvri-20250630_htm.xml,1,
36,0000051644-25-000051,51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",7311.0,US,NY,NEW YORK,10022,909 THIRD AVENUE,,212-704-1200,US,NY,NEW YORK,10022,909 THIRD AVENUE,,US,DE,131024020,INTERPUBLIC GROUP OF COMPANIES INC,19920703.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-23,2025-07-23 16:54:00,0,1,ipg-20250630_htm.xml,1,
37,0000052827-25-000164,52827,RAYONIER INC,6798.0,US,FL,WILDLIGHT,32097,1 RAYONIER WAY,,9043579100,US,FL,WILDLIGHT,32097,1 RAYONIER WAY,,US,NC,132607329,ITT RAYONIER INC /CT/,19940422.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-08,2025-08-08 17:21:00,0,1,ryn-20250630_htm.xml,2,1806931
38,0000007789-25-000116,7789,ASSOCIATED BANC-CORP,6022.0,US,WI,GREEN BAY,54301,433 MAIN STREET,,920-491-7500,US,WI,GREEN BAY,54301,433 MAIN STREET,,US,WI,391098068,ASSOCIATED BANK SERVICES INC,19770626.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-29,2025-07-29 16:19:00,0,1,asb-20250630_htm.xml,1,
39,0000008063-25-000059,8063,ASTRONICS CORP,3728.0,US,NY,EAST AURORA,14052-2164,130 COMMERCE WAY,-,716-805-1599,US,NY,EAST AURORA,14052-2164,130 COMMERCE WAY,-,US,NY,160959303,ASTRONICS LUMINESCENT INC,19711209.0,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 14:31:00,0,1,atro-20250628_htm.xml,1,
40,0000008670-25-000037,8670,AUTOMATIC DATA PROCESSING INC,7374.0,US,NJ,ROSELAND,07068,ONE ADP BOULVARD,,9739745000,US,NJ,ROSELAND,07068,ONE ADP BOULEVARD,,US,DE,221467904,,,1-LAF,1,630.0,10-K,2025-06-30,2025.0,FY,2025-08-06,2025-08-06 16:08:00,0,1,adp-20250630_htm.xml,1,
41,0000008818-25-000040,8818,AVERY DENNISON CORP,2670.0,US,OH,MENTOR,44060,8080 NORTON PARKWAY,,440-534-6000,US,OH,MENTOR,44060,8080 NORTON PARKWAY,,US,DE,951492269,AVERY DENNISON CORPORATION,19920703.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-29,2025-07-29 16:12:00,0,1,avy-20250628_htm.xml,1,
42,0000008858-25-000028,8858,AVNET INC,5065.0,US,AZ,PHOENIX,85034,2211 SOUTH 47TH STREET,,4806432000,US,AZ,PHOENIX,85034,2211 SOUTH 47TH STREET,,US,NY,111890605,,,1-LAF,1,630.0,10-K,2025-06-30,2025.0,FY,2025-08-15,2025-08-14 17:52:00,0,1,avt-20250628x10k_htm.xml,1,
43,0000024090-25-000117,24090,"CITIZENS, INC.",6311.0,US,TX,AUSTIN,78758,11815 ALTERRA PKWY,SUITE 1500,5128377100,US,TX,AUSTIN,78714,P O BOX 149151,,US,CO,840755371,CITIZENS INC,19920703.0,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 16:17:00,0,1,cia-20250630_htm.xml,1,
44,0000024545-25-000021,24545,MOLSON COORS BEVERAGE CO,2082.0,US,CO,GOLDEN,80401,P.O. BOX 4030,BC555,303-279-6565,US,CO,GOLDEN,80401,P.O. BOX 4030,BC555,US,DE,840178360,MOLSON COORS BREWING CO,20050208.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-05,2025-08-05 08:44:00,0,1,tap-20250630_htm.xml,1,
45,0000025232-25-000045,25232,COUSINS PROPERTIES INC,6798.0,US,GA,ATLANTA,30326,"3344 PEACHTREE ROAD, NE",SUITE 1800,404-407-1000,US,GA,ATLANTA,30326,"3344 PEACHTREE ROAD, NE",SUITE 1800,US,GA,580869052,,,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-31,2025-07-31 16:32:00,0,1,cuz-20250630_htm.xml,1,
46,0000025445-25-000083,25445,"CRANE NXT, CO.",3490.0,US,MA,WALTHAM,02451,"CRANE NXT, CO.","950 WINTER STREET, 4TH FLOOR NORTH",781-755-6868,US,MA,WALTHAM,02451,"CRANE NXT, CO.","950 WINTER STREET, 4TH FLOOR NORTH",US,DE,880706021,"CRANE HOLDINGS, CO.",20220527.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-06,2025-08-06 16:25:00,0,1,cxt-20250630_htm.xml,1,
47,0000038723-25-000114,38723,1ST FRANKLIN FINANCIAL CORP,6141.0,US,GA,TOCCOA,30577,135 E TUGALO ST,P O BOX 880,7068867571,US,GA,TOCCOA,30577,135 EAST TUGALO STREET,PO  BOX  880,US,GA,580521233,FIRST FRANKLIN FINANCIAL CORP,19920703.0,4-NON,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-14,2025-08-14 14:01:00,0,1,fil-20250630_htm.xml,1,
48,0000038725-25-000162,38725,FRANKLIN ELECTRIC CO INC,3621.0,US,IN,FORT WAYNE,46809,9255 COVERDALE ROAD,,2608242900,US,IN,FORT WAYNE,46809,9255 COVERDALE ROAD,,US,IN,350827455,,,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-31,2025-07-31 16:10:00,0,1,fele-20250630_htm.xml,1,
49,0000038777-25-000135,38777,FRANKLIN RESOURCES INC,6282.0,US,CA,SAN MATEO,94403,ONE FRANKLIN PARKWAY,"BUILDING 920/2, LEGAL-FRI SECRETARY",650-312-2000,US,CA,SAN MATEO,94403,ONE FRANKLIN PARKWAY,,US,DE,132670991,,,1-LAF,0,930.0,10-Q,2025-06-30,2025.0,Q3,2025-08-01,2025-08-01 14:07:00,0,1,ben-20250630_htm.xml,1,
50,0000039263-25-000101,39263,"CULLEN/FROST BANKERS, INC.",6021.0,US,TX,SAN ANTONIO,78205,111 W HOUSTON ST,,210-220-4011,US,TX,SAN ANTONIO,78296-1600,POST OFFICE BOX 1600,,US,TX,741751768,CULLEN FROST BANKERS INC,19920703.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-31,2025-07-31 15:45:00,0,1,cfr-20250630_htm.xml,1,
51,0000039311-25-000093,39311,INDEPENDENT BANK CORP /MI/,6022.0,US,MI,GRAND RAPIDS,49525,4200 E BELTLINE AVE,,8003550641,US,MI,GRAND RAPIDS,49525,4200 E BELTLINE AVE,,US,MI,382032782,,,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-06,2025-08-06 11:53:00,0,1,ibcp-20250630_htm.xml,1,
52,0000055135-25-000052,55135,KELLY SERVICES INC,7363.0,US,MI,TROY,48084,999 W BIG BEAVER RD,,2483624444,US,MI,TROY,48084,999 WEST BIG BEAVER RD,,US,DE,381510762,,,2-ACC,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-07,2025-08-07 14:32:00,0,1,kelya-20250629_htm.xml,1,
53,0000055242-25-000068,55242,KENNAMETAL INC,3541.0,US,PA,PITTSBURGH,15219,525 WILLIAM PENN PLACE,SUITE 3300,4122488000,US,PA,PITTSBURGH,15219,525 WILLIAM PENN PLACE,SUITE 3300,US,PA,250900168,,,1-LAF,1,630.0,10-K,2025-06-30,2025.0,FY,2025-08-12,2025-08-12 14:30:00,0,1,kmt-20250630_htm.xml,1,
54,0000055529-25-000026,55529,KEWAUNEE SCIENTIFIC CORP /DE/,3821.0,US,NC,STATESVILLE,28677,2700 W FRONT ST,,7048737202,US,NC,STATESVILLE,28687-1842,P O BOX 1842,,US,DE,380715562,KEWAUNEE SCIENTIFIC EQUIPMENT CORP /DE/,19861216.0,4-NON,0,430.0,10-K,2025-04-30,2025.0,FY,2025-07-02,2025-07-02 09:58:00,0,1,kequ-20250430_htm.xml,1,
55,0000055529-25-000040,55529,KEWAUNEE SCIENTIFIC CORP /DE/,3821.0,US,NC,STATESVILLE,28677,2700 W FRONT ST,,7048737202,US,NC,STATESVILLE,28687-1842,P O BOX 1842,,US,DE,380715562,KEWAUNEE SCIENTIFIC EQUIPMENT CORP /DE/,19861216.0,4-NON,0,430.0,10-Q,2025-07-31,2026.0,Q1,2025-09-12,2025-09-12 09:04:00,0,1,kequ-20250731_htm.xml,1,
56,0000055785-25-000080,55785,KIMBERLY CLARK CORP,2670.0,US,TX,IRVING,75038,351 PHELPS DRIVE,,9722811200,US,TX,DALLAS,75261-9100,P O BOX 619100,DFW AIRPORT STATION,US,DE,390394230,,,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-08-01,2025-08-01 11:17:00,0,1,kmb-20250630_htm.xml,1,
57,0000014930-25-000092,14930,BRUNSWICK CORP,3510.0,US,IL,METTAWA,60045-3420,26125 N. RIVERWOODS BLVD. SUITE 500,,8477354700,US,IL,METTAWA,60045-3420,26125 N. RIVERWOODS BLVD. SUITE 500,,US,DE,360848180,BRUNSWICK BALKE COLLENDER CO,19660919.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-30,2025-07-30 11:27:00,0,1,bcorp-20250628_htm.xml,1,
58,0000015615-25-000079,15615,MASTEC INC,1623.0,US,FL,CORAL GABLES,33134,800 S. DOUGLAS ROAD,10TH FLOOR,3055991800,US,FL,CORAL GABLES,33134,800 S. DOUGLAS ROAD,10TH FLOOR,US,FL,650829355,BURNUP & SIMS INC,19920703.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-31,2025-07-31 16:26:00,0,1,mtz-20250630_htm.xml,1,
59,0000015847-25-000006,15847,BUTLER NATIONAL CORP,7990.0,US,KS,NEW CENTURY,66031,ONE AERO PLAZA,,9137809595,US,KS,NEW CENTURY,66031,ONE AERO PLAZA,,US,DE,410834293,NATIONAL CONNECTOR CORP,19701009.0,4-NON,0,430.0,10-Q,2025-07-31,2026.0,Q1,2025-09-12,2025-09-11 17:33:00,0,1,buks-20250731_htm.xml,1,
60,0000016732-25-000112,16732,CAMPBELL'S CO,2000.0,US,NJ,CAMDEN,08103,CAMPBELL PL,,8563424800,US,NJ,CAMDEN,08103,CAMPBELL PL,,US,NJ,210419870,CAMPBELL SOUP CO,19920703.0,1-LAF,1,731.0,10-K,2025-07-31,2025.0,FY,2025-09-18,2025-09-18 07:40:00,0,1,cpb-20250803_htm.xml,1,
61,0000016875-25-000032,16875,CANADIAN PACIFIC KANSAS CITY LTD/CN,4011.0,CA,AB,CALGARY ALBERTA,T2C 4X9,7550 OGDEN DALE ROAD S.E.,,403-319-3591,CA,AB,CALGARY ALBERTA,T2C 4X9,7550 OGDEN DALE ROAD S.E.,,CA,,980355078,CANADIAN PACIFIC RAILWAY LTD/CN,19960829.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-31,2025-07-30 19:07:00,0,1,cp-20250630_htm.xml,1,
62,0000016918-25-000075,16918,"CONSTELLATION BRANDS, INC.",2080.0,US,NY,ROCHESTER,14614,50 EAST BROAD STREET,,585-678-7100,US,NY,ROCHESTER,14614,50 EAST BROAD STREET,,US,DE,160716709,CONSTELLATION BRANDS INC,20000920.0,1-LAF,0,228.0,10-Q,2025-05-31,2026.0,Q1,2025-07-02,2025-07-02 14:00:00,0,1,stz-20250531_htm.xml,1,
63,0000048465-25-000044,48465,HORMEL FOODS CORP /DE/,2011.0,US,MN,AUSTIN,55912-3680,1 HORMEL PL,,(507) 437-5611,US,MN,AUSTIN,55912-3680,1 HORMEL PLACE,,US,DE,410319970,HORMEL GEO A & CO,19920703.0,1-LAF,0,1031.0,10-Q,2025-07-31,2025.0,Q3,2025-08-28,2025-08-28 13:52:00,0,1,hrl-20250727_htm.xml,1,
64,0000049071-25-000042,49071,HUMANA INC,6324.0,US,KY,LOUISVILLE,40202,500 W MAIN ST,,5025801000,US,KY,LOUISVILLE,40202,500 W. MAIN ST,,US,DE,610647538,EXTENDICARE INC,19740404.0,1-LAF,0,1231.0,10-Q,2025-06-30,2025.0,Q2,2025-07-30,2025-07-30 15:38:00,0,1,hum-20250630_htm.xml,1,
